부산광역시 남구 용호동,130.65,27000.0,대광타워맨션
부산광역시 남구 용호동,130.65,22000.0,대광타워맨션
부산광역시 부산진구 당감동,164.47,20000.0,국제프라자
부산광역시 부산진구 초읍동,134.64,29500.0,초읍대우
부산광역시 사하구 괴정동,162.27,25000.0,괴정자유2차
부산광역시 사하구 신평동,122.96,18500.0,신평한성임호
부산광역시 사하구 신평동,122.99,21100.0,한신
부산광역시 사하구 하단동,122.76,29600.0,가락타운2
부산광역시 서구 암남동,132.635,26000.0,송도현대
